issued_year,issn,articles
2016,0927-5398,102
2016,0927-6505,114
2016,0927-7757,820
2016,0928-0987,333
2016,0929-693X,236
2016,0933-3657,51
2016,0936-6555,156
2016,0939-4753,146
2016,0939-6411,251
2016,0945-053X,72
2016,0946-672X,103
2016,0947-3580,37
2016,0949-2658,153
2016,0950-0618,1879
2016,0950-3293,187
2016,0950-4230,292
2016,0951-8320,234
2016,0951-8339,54
2016,0952-1976,180
2016,0952-3278,87
2016,0953-6205,317
2016,0955-2219,500
2016,0955-2863,207
2016,0955-3959,215
2016,0955-7997,185
2016,0956-053X,488
2016,0956-5663,1003
2016,0956-7135,609
2016,0957-5820,244
2016,0958-3947,59
2016,0958-6946,170
2016,0958-9465,180
2016,0959-6526,2045
2016,0959-8049,377
2016,0959-9436,192
2016,0960-0760,228
2016,0960-0779,354
2016,0960-1481,1167
2016,0960-3085,130
2016,0960-8524,1608
2016,0960-894X,1147
2016,0960-8966,138
2016,0962-8924,101
2016,0963-8695,80
2016,0963-9969,390
2016,0964-5691,215
2016,0964-8305,281
2016,0965-1748,123
2016,0965-8564,205
2016,0966-6362,397
2016,0966-6923,179
2016,0966-842X,116
2016,0966-9795,139
2016,0967-0645,197
2016,0967-0661,171
2016,0967-070X,150
2016,0967-5868,533
2016,0968-0004,104
2016,0968-0160,208
2016,0968-0896,659
2016,0968-4328,119
2016,0969-6989,167
2016,0969-8043,484
2016,0969-8051,101
2016,0969-806X,297
2016,0976-5662,109
2016,0997-7538,123
2016,0997-7546,134
2016,1001-0742,316
2016,1002-0721,180
2016,1004-9541,228
2016,1007-5704,285
2016,1010-5182,275
2016,1010-6030,343
2016,1011-1344,447
2016,1040-6182,793
2016,1040-8428,252
2016,1041-6080,248
2016,1043-0679,124
2016,1043-4666,250
2016,1043-6618,408
2016,1044-5803,359
2016,1045-2354,36
2016,1046-2023,289
2016,1046-5928,192
2016,1047-8310,17
2016,1049-3867,99
2016,1049-9644,180
2016,1050-1738,117
2016,1050-4648,602
2016,1051-0443,339
2016,1051-2276,67
2016,1052-3057,507
2016,1052-5157,50
2016,1053-0770,337
2016,1053-2498,244
2016,1054-139X,256
2016,1054-8807,84
2016,1055-3207,53
2016,1056-8719,89
2016,1056-8727,267
2016,1058-2746,342
2016,1059-0560,181
2016,1062-9408,74
2016,1064-7481,166
2016,1067-2516,274
2016,1068-5200,97
2016,1072-7515,288
2016,1074-7427,203
2016,1075-2935,22
2016,1076-6332,233
2016,1078-1439,244
2016,1079-9796,101
2016,1081-1206,337
2016,1084-8045,274
2016,1089-8603,79
2016,1090-0233,278
2016,1090-3798,157
2016,1090-7807,218
2016,1090-9516,76
2016,1094-2025,51
2016,1094-6950,84
2016,1096-7176,114
2016,1098-8823,45
2016,1120-1797,310
2016,1130-1406,46
2016,1130-8621,75
2016,1134-2072,231
2016,1138-3593,215
2016,1146-609X,99
2016,1158-1360,44
2016,1161-0301,160
2016,1166-3413,65
2016,1166-7087,145
2016,1169-8330,259
2016,1226-086X,413
2016,1259-4792,55
2016,1261-694X,60
2016,1270-9638,350
2016,1293-2558,190
2016,1293-8505,87
2016,1296-2074,131
2016,1297-319X,182
2016,1309-1042,125
2016,1340-3540,59
2016,1341-321X,168
2016,1344-6223,111
2016,1350-4177,284
2016,1350-6307,274
2016,1353-8020,340
2016,1357-2725,294
2016,1359-0286,42
2016,1359-4311,1858
2016,1359-6446,208
2016,1359-6454,790
2016,1359-6462,483
2016,1359-835X,395
2016,1360-1385,127
2016,1360-8592,121
2016,1361-8415,104
2016,1364-0321,1334
2016,1364-8152,293
2016,1366-5545,157
2016,1367-9120,282
2016,1368-8375,213
2016,1369-8001,392
2016,1369-8478,175
2016,1383-5742,49
2016,1385-8947,1633
2016,1386-1425,578
2016,1386-5056,144
2016,1386-6532,272
2016,1386-9477,438
2016,1387-1811,651
2016,1387-7003,324
2016,1388-1981,209
2016,1388-2457,579
2016,1389-1286,284
2016,1389-1723,228
2016,1389-9341,167
2016,1434-8411,207
2016,1438-4639,104
2016,1440-2440,179
2016,1464-343X,279
2016,1469-0292,134
2016,1470-160X,719
2016,1470-2045,409
2016,1471-0153,127
2016,1471-4906,88
2016,1471-4914,107
2016,1471-5953,155
2016,1472-0299,128
2016,1472-6483,166
2016,1473-3099,400
2016,1474-4422,237
2016,1477-8939,119
2016,1499-4046,124
2016,1521-690X,60
2016,1521-6934,93
2016,1524-0703,24
2016,1525-7304,105
2016,1525-8610,288
2016,1526-0542,74
2016,1526-5900,137
2016,1529-9430,429
2016,1537-1891,134
2016,1538-4721,116
2016,1538-5442,46
2016,1542-3565,399
2016,1544-3191,109
2016,1546-1440,361
2016,1548-5595,60
2016,1549-9634,209
2016,1550-7289,354
2016,1550-7424,62
2016,1550-8307,68
2016,1551-7136,49
2016,1551-7144,155
2016,1551-7411,125
2016,1553-8389,118
2016,1556-8598,41
2016,1558-7878,82
2016,1566-0702,70
2016,1566-1199,503
2016,1566-2535,78
2016,1566-7367,327
2016,1567-5769,410
2016,1568-4946,594
2016,1568-9972,161
2016,1569-190X,96
2016,1569-9048,166
2016,1570-0232,608
2016,1570-8268,28
2016,1570-8705,187
2016,1572-6657,610
2016,1573-4277,38
2016,1574-1192,83
2016,1616-5047,85
2016,1618-8667,186
2016,1644-9665,91
2016,1698-031X,26
2016,1699-258X,103
2016,1699-8855,49
2016,1701-2163,200
2016,1740-6757,31
2016,1742-7061,551
2016,1748-6815,350
2016,1749-7728,21
2016,1750-5836,388
2016,1750-9467,106
2016,1751-6161,461
2016,1751-7222,90
2016,1752-928X,174
2016,1755-5817,37
2016,1766-7305,39
2016,1769-4493,19
2016,1769-7212,114
2016,1770-9857,38
2016,1779-0123,104
2016,1853-0028,55
2016,1865-9217,77
2016,1871-1413,221
2016,1871-174X,55
2016,1871-4021,114
2016,1871-6784,174
2016,1872-2067,235
2016,1872-4973,180
2016,1874-3919,360
2016,1875-5100,811
2016,1876-1070,625
2016,1877-1297,127
2016,1877-7503,123
2016,1878-8181,139
2016,1879-8500,118
2016,1881-8366,49
2016,1883-1958,49
2016,1885-5857,271
2016,1888-4415,57
2016,1888-9891,36
2016,1889-1837,26
2016,1931-5244,131
2016,1931-7204,182
2016,1936-6574,97
2016,2050-0521,37
2016,2095-4956,143
2016,2152-2650,156
2016,2173-5050,36
2016,2173-5077,148
2016,2173-5727,61
2016,2173-5743,103
2016,2173-5786,110
2016,2173-5794,126
2016,2210-271X,320
2016,2210-7762,77
2016,2210-7789,58
2016,2211-0348,161
2016,2211-2855,591
2016,2211-3649,57
2016,2211-4645,63
2016,2211-7458,49
2016,2211-9264,291
2016,2212-134X,66
2016,2212-1447,34
2016,2212-4284,21
2016,2212-4403,277
2016,2212-5345,83
2016,2212-5558,117
2016,2213-1337,39
2016,2213-2198,256
2016,2213-2945,46
2016,2213-3291,13
2016,2213-333X,82
2016,2213-4344,23
2016,2213-8587,205
2016,2214-367X,25
2016,2214-6296,210
2016,2214-7853,630
2016,2214-790X,117
2016,2214-8604,62
2016,2215-0366,248
2016,2253-654X,104
2016,2352-3018,120
2016,2352-3026,101
2016,2352-4855,141
2016,2352-5525,80
2016,2387-0206,360
2016,2405-4690,111
2016,2405-8033,86
2016,2405-8297,64
2016,2444-3824,119
2016,8755-7223,66
2016,8756-3282,276
2016,0002-9394,410
2016,0003-4975,1162
2016,0003-682X,300
2016,0009-3084,94
2016,0010-9452,249
2016,0011-2275,131
2016,0014-3057,444
2016,0015-0282,518
2016,0016-5085,526
2016,0020-7225,126
2016,0021-9614,425
2016,0022-3476,805
2016,0022-3549,416
2016,0022-460X,548
2016,0025-5564,146
2016,0026-0495,173
2016,0031-4056,26
2016,0038-092X,702
2016,0041-0101,258
2016,0041-624X,249
2016,0045-7930,275
2016,0049-3848,401
2016,0079-6107,73
2016,0092-640X,23
2016,0140-1963,208
2016,0141-1187,155
2016,0141-3910,326
2016,0141-8130,1157
2016,0143-4004,188
2016,0143-7496,182
2016,0144-8617,1202
2016,0160-2896,88
2016,0161-5890,205
2016,0161-6420,471
2016,0161-813X,165
2016,0163-7827,43
2016,0165-2370,269
2016,0166-3542,205
2016,0166-3615,91
2016,0166-5316,37
2016,0167-6377,162
2016,0167-6636,180
2016,0167-739X,260
2016,0167-8140,349
2016,0168-1702,264
2016,0168-874X,84
2016,0168-9274,108
2016,0169-5002,227
2016,0169-555X,355
2016,0191-3085,12
2016,0191-8141,128
2016,0195-6701,270
2016,0196-8904,1006
2016,0196-9781,142
2016,0260-6917,345
2016,0263-2241,784
2016,0263-8231,353
2016,0263-9319,98
2016,0264-8377,443
2016,0266-3538,326
2016,0271-5317,152
2016,0275-5319,143
2016,0278-5846,176
2016,0278-6915,325
2016,0300-9440,310
2016,0300-9572,396
2016,0301-0104,220
2016,0301-9268,231
2016,0301-9322,180
2016,0304-3800,312
2016,0304-386X,227
2016,0306-4530,337
2016,0308-597X,312
2016,0360-1323,388
2016,0360-8352,340
2016,0362-546X,263
2016,0375-9474,328
2016,0378-3758,100
2016,0378-3774,331
2016,0378-4266,172
2016,0739-7240,76
2016,0743-7315,84
2016,0749-596X,63
2016,0753-3969,23
2016,0887-8994,230
2016,0890-6238,211
2016,0894-1777,295
2016,0895-4356,325
2016,0920-9964,347
2016,0921-8831,306
2016,0924-0136,424
2016,0924-2031,160
2016,0924-2716,170
2016,0924-4247,506
2016,0926-6690,710
2016,0928-4931,1159
2016,0950-7051,404
2016,0961-9534,313
2016,1047-3203,275
2016,1051-2004,170
2016,1055-7903,340
2016,1077-3142,160
2016,1084-9521,209
2016,1090-5138,58
2016,1290-0729,311
2016,1350-4495,263
2016,1367-5788,45
2016,1369-703X,278
2016,1382-6689,276
2016,1383-5866,466
2016,1383-7621,62
2016,1424-3903,167
2016,1462-9011,251
2016,1466-853X,77
2016,1525-5050,435
2016,1526-6125,135
2016,1532-0456,94
2016,1547-5271,394
2016,1567-1348,452
2016,1570-9639,176
2016,1578-2190,200
2016,1590-8658,281
2016,1874-9399,150
2016,1875-9521,33
2016,1934-5925,94
2016,2210-6707,170
2016,2212-0548,11
2016,2212-2672,199
2016,2212-4268,60
2016,2214-2096,20
2016,2253-8089,99
2016,2405-6014,686
2016,2451-9022,63
2016,2452-0748,32
2016,2352-3522,21
2016,1198-743X,333
2016,1465-3249,149
2016,0167-9236,112
2016,1057-5219,157
2016,0001-4575,340
2016,0001-8708,401
2016,1878-5409,114
2016,1878-6146,130
2016,1044-7431,91
2016,0031-9201,102
2016,1047-8477,165
2016,1574-9541,95
2016,0002-9297,236
2016,2213-2600,194
2016,0085-2538,392
2016,0022-0302,953
2016,1369-7021,55
2016,1053-8100,151
2016,0006-3495,571
2016,1534-5807,292
2016,1631-0705,86
2016,2095-9273,246
2016,2405-4712,112
2016,1631-073X,221
2016,1631-0721,71
2016,1631-0713,65
2016,1631-0691,65
2016,1631-0748,188
2016,1342-937X,249
2016,0749-6419,154
2016,0196-8858,59
2016,0031-9422,166
2016,0925-9635,245
2016,0146-6380,129
2016,0005-2728,207
2016,0012-1606,338
2016,0022-202X,407
2016,0005-2736,319
2016,0042-6822,355
2016,0167-4889,287
2016,0925-4439,225
2016,0944-5013,132
2016,1059-1311,172
2016,1078-5884,283
2016,1083-8791,348
2016,1098-3015,134
2016,1365-182X,143
2016,1525-0016,232
2016,1556-0864,308
2016,1936-878X,273
2016,2211-5684,181
2016,1674-2052,177
2016,0969-2126,238
2016,0735-1097,1009
2016,0896-6273,498
2016,1097-2765,383
2016,1934-5909,197
2016,1063-4584,247
2016,0960-9822,783
2016,1535-6108,190
2016,1550-4131,237
2016,1931-3128,205
2016,0092-8674,608
2016,0167-8191,76
2016,1074-7613,271
2016,1936-8798,539
2016,0091-3022,29
2016,0007-0912,471
2016,2058-5349,72
2016,0020-7683,437
2016,0022-5223,885
2016,0254-6299,198
2016,0741-5214,506
2016,1507-1367,82
2016,1569-1993,150
2016,1743-9191,510
2016,1875-0672,33
2016,2213-1779,174
2016,1631-0683,81
2016,0923-7534,447
2016,0002-9440,281
2016,1525-1578,93
2016,0021-8693,464
2016,0021-9045,73
2016,0022-1236,256
2016,0022-247X,908
2016,0022-314X,327
2016,0024-3795,522
2016,0095-8956,70
2016,0097-3165,71
2016,0304-4149,149
2016,0307-904X,715
2016,0393-0440,166
2016,0723-0869,28
2016,0898-1221,383
2016,1063-5203,62
2016,1570-8667,17
2016,2352-2208,59
2016,0047-259X,182
2016,0166-8641,325
2016,0195-6698,142
2016,0888-613X,99
2016,1071-5797,89
2016,0377-0427,468
2016,0304-3975,445
2016,0022-0396,520
2016,0012-365X,330
2016,0166-218X,366
2016,0885-3924,239
2016,0001-8686,88
2016,0001-8791,68
2016,0003-2697,317
2016,0003-3928,86
2016,0003-4266,104
2016,0003-9993,303
2016,0008-4182,186
2016,0009-739X,148
2016,0010-7824,188
2016,0011-2240,100
2016,0013-7006,121
2016,0016-7185,175
2016,0020-7519,90
2016,0021-9975,87
2016,0022-1139,193
2016,0022-1759,121
2016,0022-4375,50
2016,0022-4405,39
2016,0024-4937,386
2016,0024-6301,50
2016,0030-6665,101
2016,0031-9384,445
2016,0034-5288,195
2016,0039-3681,81
2016,0039-6109,87
2016,0040-5809,54
2016,0040-8166,75
2016,0045-2068,111
2016,0048-7333,158
2016,0079-6700,48
2016,0092-6566,65
2016,0093-7754,95
2016,0094-0143,52
2016,0141-1136,140
2016,0142-9418,286
2016,0143-4179,111
2016,0145-2126,193
2016,0145-305X,243
2016,0149-7189,101
2016,0150-9861,70
2016,0160-791X,57
2016,0162-0134,259
2016,0163-6383,70
2016,0163-7258,131
2016,0165-4101,49
2016,0165-6147,94
2016,0166-2236,83
2016,0167-4048,96
2016,0167-6105,130
2016,0167-7799,106
2016,0168-0102,116
2016,0168-8227,287
2016,0169-409X,195
2016,0197-3975,188
2016,0254-0584,721
2016,0261-5177,212
2016,0261-5606,119
2016,0262-8856,89
2016,0263-2373,62
2016,0265-9646,41
2016,0266-1144,82
2016,0268-4012,126
2016,0272-7358,81
2016,0294-1260,111
2016,0301-7516,160
2016,0303-8467,322
2016,0304-3932,80
2016,0304-405X,123
2016,0305-1978,193
2016,0305-4179,306
2016,0305-4403,149
2016,0306-4565,139
2016,0308-521X,121
2016,0346-251X,118
2016,0363-5023,298
2016,0367-2530,120
2016,0376-0421,26
2016,0376-6357,177
2016,0377-0257,137
2016,0378-5122,221
2016,0378-5955,216
2016,0385-8146,125
2016,0398-7620,46
2016,0399-077X,94
2016,0733-8619,58
2016,0733-8627,53
2016,0733-8651,51
2016,0736-5845,76
2016,0736-5853,98
2016,0740-0020,167
2016,0741-8329,76
2016,0743-0167,170
2016,0749-0690,52
2016,0749-0712,53
2016,0749-2081,38
2016,0755-4982,262
2016,0765-1597,73
2016,0883-9417,131
2016,0883-9441,281
2016,0887-2171,51
2016,0889-1575,137
2016,0889-8561,54
2016,0889-857X,46
2016,0891-4222,229
2016,0911-6044,29
2016,0920-1211,184
2016,0923-1811,165
2016,0923-5965,115
2016,0926-2040,28
2016,0927-538X,81
2016,0927-7765,724
2016,0928-1258,42
2016,0928-7655,40
2016,0932-4739,61
2016,0944-2006,65
2016,0952-7915,97
2016,0952-8180,528
2016,0955-0674,98
2016,0957-4158,135
2016,0958-1669,151
2016,0959-289X,83
2016,0959-437X,115
2016,0959-4388,128
2016,0959-4752,61
2016,0964-3397,59
2016,0965-206X,35
2016,0966-3274,57
2016,0969-5931,115
2016,0981-9428,369
2016,0987-7053,76
2016,1002-0160,79
2016,1005-0302,190
2016,1041-7826,78
2016,1043-951X,88
2016,1044-5323,60
2016,1047-2797,146
2016,1048-9843,57
2016,1050-6411,129
2016,1052-5149,42
2016,1062-9769,73
2016,1064-7406,52
2016,1064-9689,44
2016,1071-5819,68
2016,1071-9091,46
2016,1083-3188,149
2016,1089-3261,50
2016,1089-9472,82
2016,1092-9134,75
2016,1096-6374,58
2016,1096-7192,141
2016,1258-780X,111
2016,1279-7960,46
2016,1347-4367,62
2016,1349-0079,29
2016,1355-1841,42
2016,1357-3039,175
2016,1359-5113,257
2016,1359-6101,63
2016,1359-8368,806
2016,1364-6613,116
2016,1364-6826,176
2016,1365-1609,185
2016,1367-0484,81
2016,1369-8486,100
2016,1381-5148,185
2016,1383-5769,135
2016,1433-8319,40
2016,1439-1791,76
2016,1441-3523,37
2016,1441-3582,47
2016,1462-3889,118
2016,1463-5003,116
2016,1466-8564,270
2016,1471-4922,109
2016,1473-0502,132
2016,1474-7065,83
2016,1477-5131,277
2016,1499-2671,111
2016,1521-6616,163
2016,1521-6918,77
2016,1524-9042,39
2016,1526-8209,101
2016,1537-5110,191
2016,1541-4612,62
2016,1544-6123,163
2016,1555-4155,200
2016,1567-1739,256
2016,1572-3089,88
2016,1617-1381,70
2016,1674-2001,112
2016,1734-1140,195
2016,1743-6095,205
2016,1743-9671,77
2016,1744-165X,56
2016,1746-8094,113
2016,1747-938X,21
2016,1751-4851,72
2016,1751-7214,58
2016,1769-7255,130
2016,1773-2247,142
2016,1775-8785,45
2016,1871-1014,67
2016,1871-5192,95
2016,1872-2040,89
2016,1872-5805,36
2016,1872-5813,49
2016,1874-7787,90
2016,1875-5364,94
2016,1876-1399,96
2016,1876-2018,152
2016,1877-0320,152
2016,1877-0517,157
2016,1877-1327,60
2016,1877-3435,94
2016,1877-7821,181
2016,1877-959X,192
2016,1878-1241,27
2016,1878-6227,48
2016,1878-6529,27
2016,1878-786X,109
2016,1878-7886,104
2016,1879-6257,117
2016,1879-7261,112
2016,1934-1482,212
2016,2210-6502,54
2016,2211-3398,74
2016,2213-1388,67
2016,2214-5745,109
2016,2214-7993,80
2016,2352-0124,84
2016,2352-152X,113
2016,2352-1546,147
2016,2352-250X,151
2016,2352-409X,445
2016,2405-4569,136
2016,2405-4577,61
2016,2468-1229,97
2016,0010-0285,35
2016,0013-7944,296
2016,0014-4800,122
2016,0020-0190,134
2016,0021-8502,117
2016,0022-4898,33
2016,0026-2714,422
2016,0027-5107,54
2016,0028-3770,60
2016,0034-4257,445
2016,0040-5957,92
2016,0045-7949,156
2016,0109-5641,201
2016,0141-9331,160
2016,0142-727X,144
2016,0143-7208,490
2016,0147-9571,68
2016,0165-0114,253
2016,0167-2681,235
2016,0167-7152,280
2016,0167-8396,76
2016,0168-1699,311
2016,0261-5614,239
2016,0272-7714,307
2016,0273-2300,269
2016,0309-1708,255
2016,0380-1330,153
2016,0735-1933,252
2016,0886-3350,336
2016,0897-1897,183
2016,0929-1393,267
2016,0950-5849,125
2016,0959-1524,112
2016,0959-440X,125
2016,1078-8174,113
2016,1091-8531,166
2016,1095-6433,149
2016,1350-4533,193
2016,1369-5266,124
2016,1383-5718,110
2016,1384-1076,97
2016,1468-1218,120
2016,1471-4892,101
2016,1558-7673,178
2016,1568-7864,128
2016,1959-0318,36
2016,2212-0416,140
2016,2214-7144,121
2016,0049-0172,123
2016,1876-3820,150
2016,2214-5400,82
2016,0165-0378,79
2016,1532-0464,199
2016,0967-0637,155
2016,0890-8508,65
2016,0925-4773,33
2016,0190-0528,57
2016,1387-3806,136
2016,0914-5087,193
2016,1877-0568,242
2016,1877-0657,79
2016,1879-7296,127
2016,2451-9456,171
2016,1359-0294,76
2016,1748-0132,45
2016,0042-6989,153
2016,0954-6111,234
2016,2405-500X,135
2016,0007-4497,46
2016,0885-064X,44
2016,1572-5286,44
2016,0021-7824,66
2016,0315-0860,24
2016,0925-7721,37
2016,0926-2245,81
2016,0001-6519,63
2016,0005-7894,77
2016,0005-7916,91
2016,0020-7063,26
2016,0022-1910,102
2016,0022-474X,74
2016,0029-6465,49
2016,0030-3992,294
2016,0031-9406,66
2016,0033-2984,27
2016,0033-8338,90
2016,0037-0738,203
2016,0047-2352,59
2016,0095-0696,45
2016,0095-5108,58
2016,0098-8472,167
2016,0143-4160,78
2016,0143-6228,147
2016,0146-0005,75
2016,0147-619X,27
2016,0163-4453,212
2016,0164-0704,82
2016,0166-0462,70
2016,0167-4943,157
2016,0167-7012,248
2016,0167-8116,71
2016,0169-2046,138
2016,0169-8141,114
2016,0176-2680,55
2016,0197-0186,152
2016,0197-4572,88
2016,0198-9715,70
2016,0211-139X,87
2016,0222-9617,64
2016,0261-3794,147
2016,0264-3707,78
2016,0272-4944,87
2016,0276-5624,39
2016,0301-4207,113
2016,0306-4379,73
2016,0313-5926,46
2016,0363-8111,117
2016,0364-5916,80
2016,0370-1573,63
2016,0377-0265,41
2016,0378-4754,117
2016,0723-2020,72
2016,0732-3123,38
2016,0734-9750,91
2016,0749-0720,43
2016,0887-2333,190
2016,0889-8545,50
2016,0889-8553,47
2016,0890-8389,28
2016,0892-0362,64
2016,0895-7967,30
2016,0895-9811,146
2016,0899-5885,40
2016,0899-8256,101
2016,0924-2244,177
2016,0926-9851,250
2016,0928-4680,34
2016,0939-3625,48
2016,0939-3889,34
2016,0941-9500,37
2016,0949-328X,39
2016,0955-5986,111
2016,0956-5221,24
2016,0958-2592,47
2016,0959-3780,113
2016,0960-7404,71
2016,0968-090X,233
2016,0972-978X,95
2016,0973-6883,60
2016,0985-0562,64
2016,1001-6279,43
2016,1003-5257,53
2016,1040-6190,65
2016,1040-7383,34
2016,1042-444X,30
2016,1043-1489,39
2016,1043-1810,39
2016,1053-4822,29
2016,1058-9813,56
2016,1060-1872,42
2016,1060-3743,25
2016,1061-3315,19
2016,1062-0303,27
2016,1071-9164,177
2016,1073-8746,30
2016,1080-6032,95
2016,1083-7515,55
2016,1090-9443,53
2016,1093-3263,149
2016,1125-7865,54
2016,1130-1473,49
2016,1156-5233,74
2016,1162-9088,36
2016,1164-5563,85
2016,1268-7731,68
2016,1269-1763,27
2016,1286-0115,83
2016,1286-4579,100
2016,1353-8292,105
2016,1355-0306,65
2016,1359-1789,78
2016,1361-9209,177
2016,1368-7646,32
2016,1443-9506,236
2016,1472-8117,38
2016,1472-9792,154
2016,1478-4092,37
2016,1521-6896,45
2016,1521-6926,42
2016,1532-3382,83
2016,1533-0028,78
2016,1556-3707,45
2016,1556-407X,45
2016,1566-0141,45
2016,1567-133X,34
2016,1567-4223,59
2016,1567-7249,82
2016,1568-1637,73
2016,1570-677X,65
2016,1572-1000,157
2016,1579-2129,224
2016,1619-9987,22
2016,1642-431X,38
2016,1740-1445,92
2016,1740-6749,34
2016,1746-0689,35
2016,1755-599X,68
2016,1761-7227,68
2016,1765-4629,33
2016,1871-1871,78
2016,1874-3900,205
2016,1874-4907,44
2016,1875-9181,45
2016,1875-9637,59
2016,1876-2859,136
2016,1877-5756,53
2016,1877-9182,73
2016,1879-4068,68
2016,1896-1126,55
2016,1933-2874,172
2016,1938-9736,22
2016,1939-8654,60
2016,1988-8856,57
2016,2095-4964,56
2016,2173-5735,62
2016,2211-1042,46
2016,2211-2669,29
2016,2211-4238,34
2016,2211-6923,25
2016,2211-6958,41
2016,2211-8837,43
2016,2211-9493,21
2016,2212-4209,148
2016,2212-4292,49
2016,2212-571X,35
2016,2212-6570,20
2016,2212-6864,47
2016,2212-9820,106
2016,2213-0764,59
2016,2213-3054,26
2016,2213-3437,515
2016,2213-3984,41
2016,2214-1405,61
2016,2214-2894,38
2016,2214-3912,41
2016,2214-6350,41
2016,2254-8874,49
2016,2352-0078,92
2016,2352-0094,40
2016,2352-0817,55
2016,2352-2267,21
2016,2352-3093,10
2016,2352-3808,28
2016,2352-4316,126
2016,2352-4677,53
2016,2352-7102,129
2016,2452-2929,45
2016,8755-4615,36
2016,0022-1031,83
2016,0026-2862,79
2016,0065-1281,99
2016,0147-0272,17
2016,0167-4730,58
2016,0278-4165,62
2016,0378-7206,79
2016,0883-2927,159
2016,1067-991X,60
2016,1322-7696,50
2016,1568-9883,133
2016,1571-0645,138
2016,1878-7789,26
2016,2211-3681,68
2016,2352-5738,22
2016,2352-4073,37
2016,0944-7113,201
2016,1045-1056,76
2016,0047-6374,62
2016,2211-9124,29
2016,2212-0955,34
2016,0167-2789,157
2016,0049-089X,93
2016,1573-5214,42
2016,1875-2136,88
2016,1040-2608,36
2016,1873-9652,61
2016,0168-0072,56
2016,0004-3702,83
2016,0022-0000,73
2016,0747-7171,91
2016,0007-9960,33
2016,0008-6215,199
2016,0022-2496,72
2016,0031-3955,72
2016,0146-2806,9
2016,0167-9457,132
2016,0169-7722,81
2016,0197-4556,58
2016,0210-5705,120
2016,0267-3649,22
2016,0272-7757,93
2016,0278-2626,92
2016,0278-5919,47
2016,0304-422X,36
2016,0379-7112,76
2016,0749-0739,36
2016,0885-985X,40
2016,0887-7963,30
2016,0889-4906,38
2016,0889-8588,75
2016,0894-1130,64
2016,0895-6111,52
2016,0924-7963,136
2016,0929-1199,122
2016,0955-470X,31
2016,0973-0826,70
2016,1042-3680,46
2016,1042-9573,24
2016,1053-4296,43
2016,1055-8586,59
2016,1075-9964,140
2016,1087-1845,94
2016,1094-5539,62
2016,1096-4959,109
2016,1278-3218,152
2016,1350-4487,187
2016,1367-5931,106
2016,1369-5274,131
2016,1434-4610,41
2016,1467-0895,17
2016,1476-9271,126
2016,1477-8424,20
2016,1542-0124,46
2016,1557-5063,50
2016,1569-4410,39
2016,1636-6522,44
2016,1673-8527,83
2016,1751-9918,58
2016,1754-5048,111
2016,1872-2032,74
2016,1878-7762,49
2016,1887-8369,27
2016,2212-9588,31
2016,2213-0780,36
2016,2214-1588,13
2016,2214-5672,17
2016,2352-5509,31
2016,2405-6758,8
2016,0141-9382,39
2016,0151-9638,170
2016,0167-4870,85
2016,0167-8442,141
2016,0275-1062,43
2016,0301-4681,55
2016,0377-8398,47
2016,1049-0078,29
2016,1130-2399,28
2016,1474-0346,53
2016,2212-828X,24
2016,2214-1677,23
2016,2214-5796,18
2016,2352-5568,88
2016,0885-5765,63
2016,0888-7543,65
2016,2157-1716,7
2016,0890-5401,65
2016,0016-7878,76
2016,0021-9924,46
2016,0075-9511,52
2016,0144-8609,45
2016,0147-5967,64
2016,0160-2527,101
2016,0168-9525,80
2016,0268-960X,48
2016,0308-5961,78
2016,0883-9026,36
2016,0890-6955,97
2016,0940-9602,109
2016,0962-6298,65
2016,0965-9978,125
2016,1036-7314,37
2016,1043-2760,92
2016,1044-0283,18
2016,1246-7820,43
2016,1350-9462,41
2016,1355-2198,29
2016,1477-3880,19
2016,1547-4127,47
2016,1642-3593,32
2016,1744-3881,90
2016,1751-1577,102
2016,1756-2317,64
2016,1871-403X,103
2016,2110-7017,26
2016,2211-6753,59
2016,2214-7861,30
2016,2214-9635,24
2016,2215-0382,21
2016,2468-0451,23
2016,0306-9192,94
2016,1042-3699,44
2016,1877-5845,41
2016,2212-1099,46
2016,0846-5371,29
2016,0196-4399,35
2016,1749-4613,15
2016,0022-4359,35
2016,0038-0121,24
2016,0047-2727,85
2016,0094-730X,26
2016,0095-4543,52
2016,0098-2997,31
2016,0144-8188,40
2016,0166-6851,66
2016,0167-5729,10
2016,0167-6245,25
2016,0193-953X,46
2016,0272-2712,55
2016,0272-5231,63
2016,0273-2297,14
2016,0304-3886,72
2016,0762-915X,36
2016,0882-6110,42
2016,0889-8529,57
2016,0891-5520,52
2016,0898-5898,30
2016,0954-349X,30
2016,0957-1787,86
2016,0965-2299,134
2016,0969-6997,138
2016,0987-7983,26
2016,1044-5005,24
2016,1048-6666,33
2016,1051-1377,27
2016,1087-0792,72
2016,1226-8615,164
2016,1420-2530,21
2016,1473-8376,20
2016,1475-1585,51
2016,1479-666X,54
2016,1521-6942,64
2016,1567-5394,83
2016,1574-1818,28
2016,1627-4830,54
2016,1637-4088,32
2016,1687-1979,40
2016,1703-4949,28
2016,1744-117X,51
2016,1756-0616,36
2016,1760-2734,46
2016,1761-676X,17
2016,1776-9817,35
2016,1877-9166,34
2016,1878-9730,27
2016,1879-9817,57
2016,2210-4224,38
2016,2210-5395,40
2016,2210-8440,47
