issued_year,issn,articles
2019,1877-5756,61
2019,0361-476X,94
2019,2058-5349,88
2019,2352-3026,133
2019,0002-9629,199
2019,0003-9969,273
2019,0020-7462,156
2019,0090-3752,24
2019,0166-5316,49
2019,0167-4730,62
2019,0188-4409,97
2019,0270-9295,78
2019,0301-4681,44
2019,0304-3878,95
2019,0305-4403,121
2019,0306-4573,174
2019,0378-7796,384
2019,0735-1933,196
2019,0749-0712,78
2019,0885-2308,88
2019,0961-9534,336
2019,0987-7983,56
2019,1042-3699,74
2019,1049-3867,103
2019,1130-8621,289
2019,1340-3540,55
2019,1521-6616,162
2019,1879-3991,73
2019,1879-7296,153
2019,1879-8500,227
2019,1931-7204,259
2019,2253-654X,89
2019,2468-7855,204
2019,1044-579X,216
2019,0008-8749,122
2019,0079-6565,25
2019,0093-7754,76
2019,0142-727X,151
2019,0147-5967,71
2019,0164-0704,94
2019,0166-3615,134
2019,0166-4972,48
2019,0193-953X,77
2019,0275-5319,138
2019,0304-4165,198
2019,0313-5926,92
2019,0378-5955,199
2019,0765-1597,136
2019,0889-8553,67
2019,0890-5401,69
2019,0895-6111,65
2019,0944-5013,113
2019,0947-3580,103
2019,0952-7915,105
2019,0966-6923,210
2019,1045-2354,71
2019,1053-4822,72
2019,1083-7515,78
2019,1090-9443,35
2019,1092-9134,127
2019,1342-937X,179
2019,1361-8415,160
2019,1367-5931,128
2019,1383-5769,127
2019,1476-945X,56
2019,1567-133X,42
2019,1570-6443,46
2019,1740-1445,102
2019,1754-5048,130
2019,1877-1327,72
2019,1932-2275,83
2019,2211-1042,119
2019,2211-3681,59
2019,2211-8837,65
2019,2214-5672,25
2019,2352-5568,187
2019,2468-7847,179
2019,2590-2865,70
2019,2405-4712,112
2019,1001-9294,42
2015,0001-4575,322
2015,0001-706X,319
2015,0002-8177,293
2015,0002-8703,323
2015,0002-9378,1632
2015,0002-9610,399
2015,0002-9629,271
2015,0003-4975,1280
2015,0005-1098,450
2015,0006-291X,1953
2015,0006-8993,721
2015,0008-6215,320
2015,0008-6223,1061
2015,0008-8846,213
2015,0010-2180,397
2015,0010-938X,478
2015,0011-8486,335
2015,0011-8532,82
2015,0012-821X,626
2015,0013-4686,2491
2015,0013-7944,557
2015,0013-7952,285
2015,0013-9351,436
2015,0014-2565,163
2015,0014-3057,571
2015,0014-3855,77
2015,0014-4827,356
2015,0014-4886,292
2015,0016-0032,330
2015,0016-2361,1252
2015,0016-5107,1946
2015,0017-9310,1169
2015,0020-1383,597
2015,0020-1693,531
2015,0020-7403,316
2015,0020-7489,210
2015,0021-9614,346
2015,0021-9673,1042
2015,0021-9975,293
2015,0022-0248,592
2015,0022-1031,125
2015,0022-1759,194
2015,0022-2313,593
2015,0022-328X,573
2015,0022-3468,524
2015,0022-3697,289
2015,0022-3956,284
2015,0022-4596,518
2015,0022-474X,93
2015,0022-510X,2114
2015,0022-5193,515
2015,0023-6438,836
2015,0025-3227,144
2015,0025-326X,709
2015,0025-5408,665
2015,0025-5564,172
2015,0026-0495,240
2015,0027-9684,46
2015,0028-3932,417
2015,0029-6554,132
2015,0029-8018,554
2015,0030-4018,1051
2015,0031-0182,454
2015,0031-3025,479
2015,0031-9384,612
2015,0032-3861,932
2015,0032-5910,781
2015,0034-4257,450
2015,0037-0738,154
2015,0039-128X,235
2015,0039-6028,288
2015,0039-9140,929
2015,0040-4039,1698
2015,0040-6090,999
2015,0041-0101,509
2015,0043-1354,685
2015,0045-6535,1256
2015,0045-7906,249
2015,0045-7930,350
2015,0045-7949,228
2015,0049-3848,473
2015,0079-6107,118
2015,0094-5765,345
2015,0096-3003,1387
2015,0098-8472,146
2015,0109-5641,346
2015,0140-6736,2217
2015,0140-9883,271
2015,0141-0296,611
2015,0141-3910,306
2015,0142-0615,553
2015,0143-4004,653
2015,0143-7208,494
2015,0145-2134,231
2015,0146-6410,23
2015,0147-0272,49
2015,0149-2918,774
2015,0149-7634,252
2015,0161-6420,563
2015,0164-1212,195
2015,0165-1684,371
2015,0165-7836,305
2015,0165-9936,194
2015,0167-4943,171
2015,0167-5273,2055
2015,0167-8191,70
2015,0168-0102,134
2015,0168-1605,417
2015,0168-1923,757
2015,0168-583X,974
2015,0168-8278,2135
2015,0169-4332,2779
2015,0169-5002,478
2015,0169-555X,513
2015,0171-2985,180
2015,0190-7409,253
2015,0190-9622,1853
2015,0191-8869,708
2015,0193-3973,48
2015,0195-6701,228
2015,0196-0709,199
2015,0196-8904,1123
2015,0197-3975,222
2015,0210-4806,114
2015,0223-5234,808
2015,0242-3960,93
2015,0248-8663,851
2015,0262-8856,63
2015,0263-2241,526
2015,0263-8223,1003
2015,0263-8762,486
2015,0264-8172,332
2015,0264-9993,320
2015,0268-005X,415
2015,0270-9295,83
2015,0272-8842,2171
2015,0277-5387,740
2015,0277-9536,666
2015,0278-2391,635
2015,0278-4319,148
2015,0278-5846,143
2015,0301-4215,416
2015,0301-4797,615
2015,0301-5629,929
2015,0301-679X,385
2015,0301-9268,302
2015,0303-8467,357
2015,0304-3479,70
2015,0304-3770,129
2015,0304-3835,560
2015,0304-386X,219
2015,0304-3940,808
2015,0304-3991,228
2015,0304-4238,563
2015,0304-5412,206
2015,0304-8853,1294
2015,0305-750X,292
2015,0306-2619,1242
2015,0306-4522,927
2015,0306-4530,507
2015,0306-4549,590
2015,0306-9192,106
2015,0308-597X,343
2015,0308-8146,1683
2015,0360-1323,436
2015,0365-6691,194
2015,0375-6742,196
2015,0376-7388,836
2015,0376-8716,1868
2015,0377-2217,711
2015,0378-1119,842
2015,0378-3758,127
2015,0378-4266,317
2015,0378-7753,2025
2015,0379-6779,403
2015,0379-7112,111
2015,0733-5210,154
2015,0734-743X,200
2015,0742-051X,134
2015,0748-7983,654
2015,0749-3797,407
2015,0749-6036,575
2015,0749-6419,133
2015,0749-8063,545
2015,0761-8425,1013
2015,0883-0355,73
2015,0883-2927,229
2015,0885-2006,81
2015,0885-5765,76
2015,0886-3350,620
2015,0889-9746,194
2015,0890-5096,586
2015,0890-8567,246
2015,0891-4222,258
2015,0892-6875,337
2015,0894-1130,85
2015,0920-4105,406
2015,0921-4526,584
2015,0921-5093,1276
2015,0921-8009,315
2015,0921-8890,216
2015,0924-2244,160
2015,0924-8579,305
2015,0925-2312,1331
2015,0925-3467,618
2015,0925-4005,1505
2015,0925-8388,3473
2015,0926-6690,971
2015,0926-860X,582
2015,0927-0248,533
2015,0927-0256,648
2015,0927-7757,783
2015,0927-7765,754
2015,0928-0987,293
2015,0946-672X,159
2015,0950-4230,219
2015,0950-5849,170
2015,0950-7051,357
2015,0955-2219,510
2015,0955-7997,241
2015,0959-1524,137
2015,0959-6526,1228
2015,0959-8049,2480
2015,0960-3085,197
2015,0960-8524,1562
2015,0960-8966,649
2015,0963-8695,80
2015,0964-8305,283
2015,0966-6923,154
2015,0967-0645,220
2015,0967-070X,124
2015,0967-5868,441
2015,0969-6989,110
2015,0969-806X,367
2015,0997-7546,132
2015,1005-0302,181
2015,1055-3207,76
2015,1055-7903,275
2015,1059-0560,149
2015,1068-5200,145
2015,1078-1439,321
2015,1098-3015,4685
2015,1134-2072,201
2015,1169-8330,144
2015,1297-319X,155
2015,1342-937X,212
2015,1344-6223,117
2015,1350-4495,256
2015,1350-4533,173
2015,1350-6307,304
2015,1353-8020,339
2015,1359-4311,1096
2015,1359-6462,372
2015,1359-8368,636
2015,1364-0321,1164
2015,1364-6826,222
2015,1365-1609,233
2015,1367-5788,38
2015,1383-5718,157
2015,1383-5742,43
2015,1383-5866,689
2015,1386-1425,1654
2015,1387-1811,554
2015,1387-7003,395
2015,1388-2457,840
2015,1443-9506,1296
2015,1470-2045,662
2015,1472-6483,224
2015,1477-8939,128
2015,1525-8610,374
2015,1526-5900,637
2015,1537-5110,176
2015,1538-4721,386
2015,1546-1440,370
2015,1550-7289,697
2015,1555-4155,294
2015,1557-5063,78
2015,1566-7367,457
2015,1567-1348,385
2015,1570-677X,64
2015,1574-9541,140
2015,1618-8667,134
2015,1631-0721,86
2015,1742-7061,546
2015,1750-5836,344
2015,1751-7214,82
2015,1751-7222,121
2015,1769-4493,182
2015,1865-9217,178
2015,1871-5192,241
2015,1872-5813,50
2015,1874-3919,366
2015,1876-1399,89
2015,1876-2204,107
2015,1879-8500,185
2015,1934-5925,114
2015,1936-6574,100
2015,2173-5735,89
2015,2173-5743,99
2015,2210-7762,146
2015,2211-0348,105
2015,2211-2855,497
2015,2212-4268,47
2015,2212-4284,25
2015,2212-5345,48
2015,2213-333X,138
2015,2214-5524,53
2015,2214-7853,970
2015,2214-9635,31
2015,2405-6014,374
2015,0002-9343,506
2015,0002-9394,452
2015,0003-9861,260
2015,0019-1035,499
2015,0026-2862,117
2015,0046-8177,313
2015,0090-4295,820
2015,0091-6749,1619
2015,0141-8130,886
2015,0144-8617,1135
2015,0166-4328,671
2015,0168-3659,877
2015,0169-8095,280
2015,0196-0644,931
2015,0924-7963,148
2015,0963-9969,611
2015,1226-086X,753
2015,1385-8947,1498
2015,1464-343X,247
2015,1542-3565,711
2015,1748-6815,415
2015,0006-3223,425
2015,1438-4639,92
2015,0028-3908,385
2015,1499-4046,457
2015,0026-2692,201
2015,0003-2697,361
2015,0195-6663,625
2015,0378-8741,739
2015,1567-7249,197
2015,1534-5807,320
2015,0095-4470,64
2015,0949-2658,164
2015,0743-7315,108
2015,1059-1311,249
2015,1083-8791,993
2015,1878-5409,112
2015,0960-9822,838
2015,1359-6454,792
2015,1535-6108,189
2015,0012-1606,339
2015,1074-7613,258
2015,0006-3495,3811
2015,1540-7489,430
2015,0944-5013,147
2015,0038-092X,601
2015,1674-2052,183
2015,0961-9534,370
2015,0020-7683,386
2015,0741-5214,1439
2015,1743-9191,1298
2015,1569-1993,649
2015,0007-0912,569
2015,0022-247X,1043
2015,0085-2538,485
2015,0377-0427,439
2015,0888-613X,96
2015,1071-5797,103
2015,0021-8693,519
2015,0001-8708,367
2015,0304-3975,575
2015,0012-365X,277
2015,0022-0302,861
2015,0307-904X,579
2015,0003-4266,986
2015,0003-682X,240
2015,0003-9993,900
2015,0006-2952,339
2015,0007-9820,128
2015,0008-4182,177
2015,0009-2797,350
2015,0009-739X,208
2015,0009-8981,569
2015,0010-0285,38
2015,0010-8545,186
2015,0011-3840,55
2015,0011-5029,92
2015,0013-7006,122
2015,0014-4800,195
2015,0014-4835,206
2015,0015-0282,1627
2015,0016-5085,4821
2015,0016-7061,262
2015,0016-7878,83
2015,0018-506X,163
2015,0020-7519,119
2015,0021-9290,551
2015,0022-1139,277
2015,0022-2828,338
2015,0022-2860,928
2015,0022-3476,863
2015,0022-4073,305
2015,0022-460X,563
2015,0026-2714,437
2015,0029-5493,432
2015,0030-4026,1239
2015,0033-3506,250
2015,0034-9356,144
2015,0038-1098,326
2015,0040-4020,1224
2015,0040-8166,76
2015,0045-2068,98
2015,0048-7333,155
2015,0093-691X,433
2015,0093-7754,155
2015,0141-1136,150
2015,0142-1123,253
2015,0142-727X,145
2015,0149-7189,104
2015,0165-232X,158
2015,0165-2478,161
2015,0166-445X,272
2015,0167-2738,294
2015,0167-4870,81
2015,0167-6911,136
2015,0167-7012,287
2015,0167-8140,2237
2015,0168-1591,185
2015,0168-8510,215
2015,0168-874X,91
2015,0168-9452,228
2015,0169-2607,137
2015,0169-7439,245
2015,0169-7722,132
2015,0196-6553,577
2015,0196-9781,243
2015,0197-0186,151
2015,0197-4580,475
2015,0210-5705,121
2015,0257-8972,893
2015,0261-5177,236
2015,0261-5614,908
2015,0263-7863,165
2015,0264-2751,141
2015,0264-8377,319
2015,0266-3538,292
2015,0266-4356,524
2015,0267-7261,240
2015,0272-6386,784
2015,0273-1177,576
2015,0278-4343,223
2015,0294-1260,100
2015,0303-7207,400
2015,0304-3886,136
2015,0304-4076,211
2015,0305-0548,226
2015,0306-4603,338
2015,0308-0161,72
2015,0360-5442,1443
2015,0363-5023,621
2015,0375-9601,583
2015,0377-8401,232
2015,0378-3820,499
2015,0378-4371,822
2015,0385-8146,111
2015,0398-7620,285
2015,0515-3700,219
2015,0720-048X,393
2015,0731-7085,537
2015,0735-6757,770
2015,0743-0167,98
2015,0747-5632,700
2015,0755-4982,361
2015,0883-5403,575
2015,0887-8994,295
2015,0888-3270,314
2015,0889-857X,74
2015,0889-8588,112
2015,0890-8508,91
2015,0891-5849,949
2015,0894-7317,257
2015,0920-1211,207
2015,0920-9964,506
2015,0926-2040,81
2015,0929-693X,1030
2015,0956-5663,997
2015,0959-437X,100
2015,0960-1481,832
2015,0968-0896,822
2015,1010-6030,252
2015,1042-444X,30
2015,1044-5803,379
2015,1051-0443,993
2015,1052-3057,532
2015,1053-0770,493
2015,1054-139X,516
2015,1071-9164,828
2015,1074-7427,177
2015,1078-8174,103
2015,1081-1206,330
2015,1084-8045,180
2015,1084-9521,195
2015,1094-9968,24
2015,1096-7192,468
2015,1146-609X,77
2015,1258-780X,172
2015,1278-3218,291
2015,1290-0729,289
2015,1293-2558,211
2015,1367-0484,214
2015,1369-5266,147
2015,1369-5274,143
2015,1369-8001,756
2015,1386-6532,688
2015,1473-0502,165
2015,1477-5131,257
2015,1521-6942,74
2015,1529-9430,1093
2015,1547-5271,467
2015,1549-9634,227
2015,1566-1199,463
2015,1567-1739,317
2015,1568-7864,170
2015,1570-0232,534
2015,1570-8705,199
2015,1572-6657,522
2015,1590-8658,519
2015,1631-0691,125
2015,1751-570X,47
2015,1751-9918,99
2015,1779-0123,253
2015,1872-2067,277
2015,1875-5364,122
2015,1877-1327,69
2015,1878-7886,110
2015,1879-7261,105
2015,1931-5244,206
2015,2210-271X,377
2015,2210-6502,41
2015,2210-6707,134
2015,2212-4403,1401
2015,2213-2600,338
2015,2214-5745,120
2015,2214-7993,111
2015,2352-250X,164
2015,8756-3282,405
2015,0010-9452,336
2015,0048-9697,1510
2015,0168-9002,1027
2015,0304-4165,270
2015,0360-3016,2742
2015,0740-0020,279
2015,1383-5769,145
2015,1750-9467,114
2015,2352-5800,713
2015,0899-9007,267
2015,1096-4959,114
2015,1751-6161,302
2015,0006-3207,455
2015,0098-3004,187
2015,0730-725X,182
2015,1097-2765,411
2015,0305-4403,309
2015,0967-0637,156
2015,2211-6753,64
2015,0041-624X,259
2015,1389-1723,238
2015,1078-5884,472
2015,1877-0657,428
2015,1936-8798,653
2015,0896-6273,515
2015,1463-5003,112
2015,0016-7037,442
2015,2213-1779,185
2015,0846-5371,49
2015,0024-3795,506
2015,0196-8858,77
2015,0926-2245,81
2015,0022-0396,425
2015,0393-0440,223
2015,0923-7534,2827
2015,0885-3924,568
2015,0002-9149,1151
2015,0005-7967,150
2015,0009-3084,97
2015,0010-4655,313
2015,0010-4825,324
2015,0010-7824,429
2015,0012-8252,138
2015,0020-0255,659
2015,0022-0965,153
2015,0022-2836,357
2015,0022-3549,463
2015,0022-3913,317
2015,0022-4049,305
2015,0026-265X,181
2015,0029-6465,87
2015,0030-3992,307
2015,0033-3182,125
2015,0040-6031,362
2015,0041-1345,715
2015,0043-1648,419
2015,0048-3575,135
2015,0093-6413,115
2015,0095-5108,91
2015,0143-6228,232
2015,0143-7496,136
2015,0147-1767,96
2015,0163-7258,119
2015,0165-0327,762
2015,0165-1781,751
2015,0165-1889,158
2015,0167-2681,231
2015,0167-6296,106
2015,0167-8760,219
2015,0167-9260,72
2015,0167-9473,168
2015,0168-8227,314
2015,0169-1368,310
2015,0169-2046,201
2015,0176-2680,87
2015,0181-5512,265
2015,0197-4572,145
2015,0260-6917,290
2015,0261-2194,299
2015,0261-3794,137
2015,0263-4368,269
2015,0266-6138,198
2015,0268-0033,193
2015,0269-7491,500
2015,0271-5317,134
2015,0276-5624,32
2015,0278-2626,88
2015,0300-9572,783
2015,0304-3800,377
2015,0305-4179,299
2015,0308-521X,163
2015,0341-8162,296
2015,0360-3199,1872
2015,0367-326X,255
2015,0379-0738,408
2015,0828-282X,980
2015,0884-2175,251
2015,0889-1591,429
2015,0889-8529,88
2015,0891-0618,34
2015,0891-5520,76
2015,0899-7071,238
2015,0901-5027,1237
2015,0920-5861,690
2015,0924-4247,483
2015,0924-977X,1256
2015,0927-5398,73
2015,0950-0618,1363
2015,0952-1976,230
2015,0953-6205,220
2015,0956-5221,57
2015,0960-894X,1139
2015,0966-6362,655
2015,0972-978X,102
2015,0973-6883,220
2015,0976-5662,142
2015,0987-7053,130
2015,1004-9541,280
2015,1040-6182,734
2015,1048-6666,55
2015,1049-9644,165
2015,1064-7481,383
2015,1073-8746,48
2015,1090-0233,314
2015,1090-3798,656
2015,1226-8615,129
2015,1259-4792,89
2015,1293-8505,218
2015,1341-321X,169
2015,1359-5113,297
2015,1385-1101,121
2015,1389-1286,337
2015,1389-9341,138
2015,1467-0895,24
2015,1478-4092,33
2015,1521-6896,52
2015,1538-5442,103
2015,1551-7144,227
2015,1556-407X,82
2015,1566-0702,525
2015,1568-4946,667
2015,1572-1000,273
2015,1578-2190,207
2015,1615-9071,122
2015,1631-0748,193
2015,1636-6522,74
2015,1761-676X,34
2015,1761-7227,76
2015,1872-4973,198
2015,1874-3900,274
2015,1874-9399,151
2015,1876-2859,169
2015,1879-4068,71
2015,1931-7204,250
2015,2095-4956,107
2015,2152-2650,1030
2015,2210-4224,58
2015,2211-1042,162
2015,2211-3681,51
2015,2211-9124,28
2015,2213-1337,78
2015,2213-3437,354
2015,2214-6296,130
2015,2352-0078,167
2015,2352-4677,31
2015,2387-0206,365
2015,0264-410X,1232
2015,0387-7604,207
2015,0926-9851,253
2015,0002-9297,220
2015,1198-743X,394
2015,2211-5684,193
2015,0735-1097,5526
2015,0378-4290,257
2015,1525-0016,973
2015,0022-0000,121
2015,0893-9659,227
2015,0166-218X,317
2015,0002-9440,340
2015,1525-1578,105
2015,0009-9260,297
2015,0011-9164,446
2015,0020-7462,186
2015,0022-3115,987
2015,0022-4804,639
2015,0025-7753,385
2015,0030-5898,101
2015,0032-0633,265
2015,0035-3787,648
2015,0038-0814,209
2015,0039-6060,476
2015,0045-7825,396
2015,0047-2727,130
2015,0090-8258,1145
2015,0091-3057,235
2015,0091-7435,325
2015,0093-934X,130
2015,0098-2997,43
2015,0142-9418,214
2015,0142-9612,805
2015,0143-8166,210
2015,0145-2126,557
2015,0148-2963,364
2015,0162-0134,250
2015,0165-5728,230
2015,0166-4972,55
2015,0168-1699,293
2015,0168-9274,144
2015,0169-1317,381
2015,0188-4409,119
2015,0197-4556,63
2015,0198-8859,426
2015,0263-2373,56
2015,0263-8231,300
2015,0272-7714,381
2015,0272-7757,69
2015,0301-0511,158
2015,0305-7488,125
2015,0306-9877,359
2015,0362-546X,347
2015,0376-6357,223
2015,0377-0273,233
2015,0378-4274,1306
2015,0378-7788,805
2015,0584-8547,190
2015,0732-8893,216
2015,0733-8635,86
2015,0737-0806,341
2015,0740-624X,66
2015,0883-9441,451
2015,0887-2333,319
2015,0889-5406,423
2015,0925-7535,274
2015,0928-4931,715
2015,0929-1393,200
2015,0956-7135,575
2015,0958-1669,182
2015,0958-9465,175
2015,0959-4388,169
2015,0960-0760,237
2015,1041-6080,170
2015,1042-3680,88
2015,1047-2797,284
2015,1050-4648,524
2015,1053-2498,1219
2015,1072-7515,1189
2015,1075-9964,138
2015,1083-3188,268
2015,1087-0792,64
2015,1090-7807,236
2015,1090-9516,85
2015,1091-8531,477
2015,1138-3593,133
2015,1166-7087,467
2015,1286-4579,140
2015,1369-8478,105
2015,1386-9477,409
2015,1388-1981,168
2015,1468-1218,138
2015,1471-4914,101
2015,1499-2671,483
2015,1557-3087,47
2015,1558-7673,161
2015,1567-5394,142
2015,1568-9883,105
2015,1673-8527,83
2015,1699-8855,55
2015,1744-165X,84
2015,1769-7212,124
2015,1773-2247,129
2015,1874-7787,133
2015,1876-1070,304
2015,1877-0320,286
2015,1877-0517,624
2015,1877-959X,130
2015,1883-1958,50
2015,2211-4238,45
2015,2211-7458,61
2015,2213-8463,21
2015,2214-8043,100
2015,2352-3018,141
2015,0147-6513,494
2015,1050-6411,137
2015,1462-9011,231
2015,0921-4488,288
2015,0167-8809,322
2015,0022-202X,565
2015,1063-4584,1014
2015,1934-5909,200
2015,0954-6111,218
2015,0167-6423,216
2015,0003-4487,209
2015,0003-4509,60
2015,0003-6870,196
2015,0007-6813,86
2015,0014-2999,768
2015,0016-7185,267
2015,0019-8501,170
2015,0021-9150,1311
2015,0022-2852,167
2015,0025-7125,129
2015,0031-3203,335
2015,0031-9406,2228
2015,0033-8338,96
2015,0038-1101,270
2015,0040-1951,367
2015,0040-5957,73
2015,0044-8486,428
2015,0099-2399,395
2015,0142-694X,55
2015,0147-9563,165
2015,0165-0114,243
2015,0165-1765,447
2015,0166-5162,180
2015,0169-5347,148
2015,0169-8141,103
2015,0171-9335,71
2015,0176-1617,244
2015,0195-6671,179
2015,0196-4399,58
2015,0198-9715,91
2015,0213-005X,197
2015,0264-3707,63
2015,0277-3791,372
2015,0301-0546,112
2015,0303-2647,108
2015,0304-3878,70
2015,0360-1315,250
2015,0378-1127,480
2015,0378-4320,216
2015,0378-4754,157
2015,0378-5122,621
2015,0723-2020,85
2015,0892-1997,181
2015,0896-8446,295
2015,0926-3373,722
2015,0928-1258,264
2015,0933-3657,68
2015,0939-6411,358
2015,0940-9602,93
2015,0964-5691,261
2015,0966-842X,131
2015,0966-9795,208
2015,0968-090X,286
2015,0968-4328,138
2015,0969-8043,377
2015,1001-0742,321
2015,1007-5704,421
2015,1046-2023,311
2015,1047-3203,196
2015,1067-2516,274
2015,1076-6332,240
2015,1089-8603,250
2015,1090-5138,79
2015,1359-1789,117
2015,1359-6446,204
2015,1359-835X,354
2015,1368-8375,295
2015,1382-6689,275
2015,1434-8411,263
2015,1472-9792,158
2015,1521-6616,198
2015,1521-6934,136
2015,1550-8307,98
2015,1567-5688,60
2015,1568-9972,144
2015,1570-8268,55
2015,1752-928X,172
2015,1875-5100,580
2015,1877-7503,127
2015,1878-6146,122
2015,1879-3991,75
2015,1933-2874,236
2015,1988-8856,61
2015,2095-4964,61
2015,2173-5107,35
2015,2212-2672,658
2015,2212-5558,193
2015,2215-0366,387
2015,0892-0362,250
2015,0959-3780,155
2015,0042-6822,419
2015,0945-053X,78
2015,0914-5087,182
2015,0092-8674,699
2015,1040-6190,158
2015,0042-6989,249
2015,2212-1099,69
2015,0022-5223,1217
2015,0097-3165,104
2015,0195-6698,155
2015,0898-1221,322
2015,2352-2208,61
2015,0001-6918,153
2015,0011-2275,89
2015,0016-6480,283
2015,0021-9797,916
2015,0022-0981,220
2015,0022-2011,164
2015,0025-6196,349
2015,0030-6665,122
2015,0049-0172,134
2015,0094-114X,198
2015,0140-1971,149
2015,0141-1187,111
2015,0145-305X,212
2015,0146-0005,119
2015,0150-9861,61
2015,0151-9638,957
2015,0160-9327,31
2015,0166-0934,261
2015,0166-3615,113
2015,0166-6851,75
2015,0167-1987,181
2015,0167-2789,141
2015,0167-7322,678
2015,0193-953X,76
2015,0242-6498,115
2015,0273-2300,289
2015,0301-9322,186
2015,0377-0257,145
2015,0378-1135,341
2015,0736-4679,640
2015,0736-5845,77
2015,0886-7798,167
2015,0889-8553,89
2015,0890-6238,279
2015,0895-7967,33
2015,0920-3796,662
2015,0923-1811,185
2015,0924-2716,199
2015,0925-5273,385
2015,0939-3889,80
2015,0944-2006,48
2015,0952-8180,190
2015,0956-053X,491
2015,0957-1787,64
2015,0960-0779,307
2015,0965-9978,140
2015,1046-5928,214
2015,1055-8586,81
2015,1058-2746,447
2015,1089-2516,52
2015,1120-1797,328
2015,1156-5233,175
2015,1261-694X,137
2015,1270-9638,319
2015,1347-4367,66
2015,1369-703X,266
2015,1369-8486,79
2015,1424-3903,589
2015,1465-3249,520
2015,1471-4892,122
2015,1525-5050,525
2015,1532-3382,80
2015,1567-5769,514
2015,1570-9639,217
2015,1629-6583,98
2015,1631-0705,120
2015,1687-1979,45
2015,1740-1445,84
2015,1776-9817,46
2015,1875-9181,72
2015,1875-9637,79
2015,1877-9166,31
2015,1939-8654,202
2015,2095-9273,315
2015,2173-5077,207
2015,2210-5395,46
2015,2211-8160,103
2015,2212-0416,145
2015,2212-4209,138
2015,2214-1405,224
2015,2214-2894,38
2015,2352-1546,153
2015,1532-0464,251
2015,0022-4375,71
2015,1369-7021,221
2015,0969-8051,161
2015,0380-1330,193
2015,0005-2736,356
2015,1877-0568,265
2015,1879-7296,106
2015,0005-2728,167
2015,2405-500X,101
2015,0022-1236,234
2015,0885-064X,66
2015,2157-1716,8
2015,0001-6519,90
2015,0012-3692,1746
2015,0014-4894,201
2015,0016-6995,41
2015,0031-9422,314
2015,0033-8389,120
2015,0143-974X,277
2015,0147-619X,62
2015,0161-813X,139
2015,0165-2370,288
2015,0166-3542,213
2015,0168-1656,790
2015,0169-2070,96
2015,0210-573X,46
2015,0278-5919,79
2015,0301-4681,30
2015,0304-4203,201
2015,0375-6505,137
2015,0377-1237,295
2015,0377-4732,48
2015,0378-3812,385
2015,0378-3839,123
2015,0738-3991,267
2015,0749-5978,74
2015,0882-5963,207
2015,0891-5245,122
2015,0895-6111,128
2015,0895-9811,158
2015,0923-4748,35
2015,0951-8320,284
2015,0955-470X,58
2015,1043-4666,579
2015,1054-8807,83
2015,1056-4993,74
2015,1057-5219,137
2015,1062-9769,68
2015,1094-2025,55
2015,1094-6950,138
2015,1098-8823,74
2015,1296-2074,126
2015,1364-8152,258
2015,1387-3806,335
2015,1471-5953,101
2015,1474-4422,293
2015,1556-8598,63
2015,1568-1637,85
2015,1871-403X,90
2015,1872-2040,94
2015,1885-5857,317
2015,2210-7789,465
2015,2211-3649,61
2015,2214-1677,25
2015,2214-8604,41
2015,2352-0817,74
2015,2352-6734,16
2015,0022-0736,207
2015,0167-6377,132
2015,0925-4927,207
2015,1701-2163,232
2015,1355-0306,92
2015,0378-7796,335
2015,0925-4439,278
2015,1556-0864,348
2015,0098-1354,229
2015,0921-4534,211
2015,1507-1367,79
2015,0047-259X,179
2015,0001-8686,140
2015,0001-8791,116
2015,0011-2240,333
2015,0034-5288,232
2015,0040-5809,74
2015,0042-207X,412
2015,0065-3101,18
2015,0094-0143,83
2015,0143-4179,66
2015,0149-1970,293
2015,0160-791X,65
2015,0166-2236,101
2015,0167-8442,100
2015,0167-9457,175
2015,0213-9251,176
2015,0254-0584,858
2015,0260-8774,402
2015,0263-9319,137
2015,0265-931X,285
2015,0300-8932,331
2015,0300-9440,335
2015,0305-1978,281
2015,0306-4379,134
2015,0346-251X,133
2015,0378-3774,287
2015,0531-5565,248
2015,0749-0712,86
2015,0893-6080,179
2015,0897-1897,83
2015,0926-5805,168
2015,0927-5371,69
2015,0929-1199,118
2015,0955-2863,196
2015,0965-1748,153
2015,0967-0661,171
2015,1049-0078,52
2015,1050-1738,164
2015,1064-9689,90
2015,1089-9472,225
2015,1355-1841,59
2015,1357-3039,199
2015,1361-8415,131
2015,1381-5148,149
2015,1384-1076,125
2015,1466-8564,154
2015,1524-9042,136
2015,1544-6123,100
2015,1547-4127,76
2015,1574-1192,118
2015,1579-2129,220
2015,1616-5047,85
2015,1642-3593,25
2015,1740-6749,43
2015,1743-6095,356
2015,1755-5817,49
2015,1879-6257,129
2015,2173-5794,147
2015,2352-0094,45
2015,0163-4453,246
2015,0889-1575,209
2015,1094-5539,119
2015,0302-2838,588
2015,1537-1891,208
2015,1365-182X,215
2015,0166-8641,340
2015,0003-3928,400
2015,0009-9120,327
2015,0016-3287,116
2015,0019-0578,238
2015,0022-1996,90
2015,0024-4937,305
2015,0038-0717,352
2015,0079-6611,211
2015,0094-730X,45
2015,0099-1767,208
2015,0165-0378,216
2015,0165-4896,76
2015,0167-5877,255
2015,0167-6105,213
2015,0167-6393,88
2015,0167-6687,148
2015,0167-7152,363
2015,0167-8116,60
