issued_year,issn,articles
2017,0305-9006,8
2017,0309-1740,254
2017,0378-4290,279
2017,0380-1330,129
2017,0584-8547,165
2017,0720-048X,399
2017,0889-857X,71
2017,0896-8411,114
2017,0921-8181,161
2017,0926-860X,384
2017,0927-5371,91
2017,0928-7655,43
2017,1042-3699,69
2017,1050-1738,130
2017,1078-8174,112
2017,1091-8531,387
2017,1270-9638,450
2017,1322-7696,78
2017,1350-4495,250
2017,1355-2198,49
2017,1367-0484,76
2017,1433-8319,45
2017,1471-4922,128
2017,1567-1739,257
2017,1572-3089,86
2017,1631-0683,84
2017,1674-2001,112
2017,1751-570X,76
2017,1754-5048,98
2017,1755-5817,60
2017,2210-271X,372
2017,2214-7144,185
2017,2352-5568,95
2017,1350-6307,320
2017,0887-8994,265
2017,0309-1708,256
2017,0005-2736,252
2017,1934-1482,736
2017,0003-9861,212
2017,0009-9260,336
2017,0022-0000,111
2017,0022-2828,239
2017,0026-2714,414
2017,0040-6031,229
2017,0045-7825,489
2017,0047-2352,58
2017,0095-0696,85
2017,0099-1333,119
2017,0099-1767,180
2017,0143-6228,179
2017,0160-7383,117
2017,0165-7836,304
2017,0167-2681,241
2017,0167-739X,325
2017,0169-1317,473
2017,0169-8095,282
2017,0169-8141,76
2017,0172-2190,58
2017,0176-2680,52
2017,0214-4603,27
2017,0241-6972,86
2017,0272-2712,73
2017,0304-4165,409
2017,0375-6505,111
2017,0375-6742,204
2017,0377-0265,39
2017,0740-0020,225
2017,0749-6036,675
2017,0755-4982,262
2017,0890-6238,316
2017,0922-1425,27
2017,0936-6555,279
2017,0960-0779,403
2017,0964-5691,251
2017,1003-5257,68
2017,1043-951X,101
2017,1061-3315,33
2017,1084-9521,214
2017,1246-7820,379
2017,1259-4792,98
2017,1471-4914,100
2017,1474-4422,294
2017,1476-945X,60
2017,1521-6926,48
2017,1533-0028,85
2017,1617-1381,66
2017,1631-073X,205
2017,1636-6522,64
2017,1637-4088,51
2017,1746-0689,33
2017,1748-6815,315
2017,1755-5345,21
2017,1769-7255,443
2017,1871-6784,93
2017,1875-5364,109
2017,1877-0517,648
2017,1879-9817,50
2017,1934-5925,99
2017,2211-9264,323
2017,2212-4438,34
2017,2213-0780,44
2017,2213-624X,85
2017,2214-1405,431
2017,2214-2894,63
2017,2253-654X,93
2017,2352-5800,90
2017,2405-4526,70
2017,2451-9049,74
2017,2452-2139,50
2017,1567-7249,80
2017,0195-9255,98
2017,0193-3973,70
2017,1364-6613,121
2017,1877-0657,287
2017,2405-500X,397
2017,1550-4131,252
2017,1074-7613,242
2017,0377-0273,234
2017,0001-706X,405
2017,0010-4825,286
2017,0013-7006,107
2017,0014-4800,117
2017,0045-7930,309
2017,0093-6413,99
2017,0143-4179,157
2017,0165-5728,206
2017,0167-9473,188
2017,0168-1591,181
2017,0168-874X,74
2017,0169-2070,78
2017,0261-3794,86
2017,0301-0511,240
2017,0301-9322,182
2017,0304-4238,507
2017,0305-750X,313
2017,0375-9474,360
2017,0378-3812,308
2017,0889-1591,435
2017,0889-4906,36
2017,0892-6875,222
2017,0945-053X,85
2017,0950-5849,110
2017,0952-1976,220
2017,0952-7915,111
2017,0959-4752,93
2017,0969-5931,90
2017,1040-6190,141
2017,1044-579X,87
2017,1052-0457,24
2017,1053-8100,187
2017,1130-2399,26
2017,1360-1385,127
2017,1384-1076,114
2017,1499-2671,339
2017,1556-8598,62
2017,1567-5394,75
2017,1618-8667,186
2017,1751-7222,105
2017,1766-7305,64
2017,1776-9817,51
2017,1876-1399,98
2017,1936-6574,103
2017,2050-0521,58
2017,2211-6958,61
2017,2212-9820,256
2017,2214-367X,32
2017,2352-152X,158
2017,2352-5525,88
2017,2405-4577,226
2017,0305-7488,133
2017,2352-1546,142
2017,2214-5745,112
2017,0378-8733,57
2017,0169-5347,144
2017,1059-1311,262
2017,0001-6519,75
2017,0007-9960,67
2017,0009-739X,147
2017,0014-3057,577
2017,0022-5193,398
2017,0040-1951,348
2017,0147-1767,52
2017,0166-445X,264
2017,0167-6636,133
2017,0168-9525,90
2017,0301-7516,144
2017,0304-5412,198
2017,1010-5182,329
2017,1056-8719,346
2017,1071-5797,109
2017,1353-8292,134
2017,1368-7646,17
2017,1462-9011,182
2017,1524-0703,20
2017,1550-8307,98
2017,1569-190X,98
2017,1747-938X,30
2017,1751-1577,107
2017,1752-928X,135
2017,2095-4964,59
2017,2173-5107,36
2017,2212-134X,126
2017,2214-5524,39
2017,2215-0382,27
2017,2468-0451,116
2017,0959-3780,112
2017,1871-1413,235
2017,0022-0981,179
2017,0022-3956,252
2017,0031-3203,418
2017,0031-9406,294
2017,0034-4877,46
2017,0039-128X,136
2017,0095-4543,81
2017,0140-1971,130
2017,0141-3910,283
2017,0149-7189,130
2017,0165-1684,361
2017,0167-6296,89
2017,0190-0528,27
2017,0197-0186,174
2017,0261-5177,281
2017,0264-3707,59
2017,0275-5319,265
2017,0301-4622,134
2017,0304-386X,260
2017,0308-597X,344
2017,0377-0257,95
2017,0748-5751,23
2017,0749-6419,144
2017,0887-6185,111
2017,0889-8588,105
2017,0893-6080,171
2017,0894-7317,221
2017,0927-5398,66
2017,0957-1787,71
2017,0958-2592,49
2017,0963-8687,32
2017,0972-978X,117
2017,1043-1489,40
2017,1051-1377,24
2017,1083-7515,77
2017,1286-0115,193
2017,1369-8486,64
2017,1471-4906,91
2017,1472-0299,143
2017,1556-407X,76
2017,1629-6583,114
2017,1871-4021,238
2017,1875-1768,240
2017,1878-7886,100
2017,2157-1716,23
2017,2210-4224,39
2017,2210-5395,60
2017,2214-3912,38
2017,2352-4073,66
2017,2468-1229,314
2017,2468-7847,143
2017,8755-4615,43
2017,2213-1779,183
2018,0001-2998,54
2018,0001-6918,186
2018,0001-706X,345
2018,0002-8703,283
2018,0002-9149,938
2018,0002-9343,570
2018,0002-9378,1771
2018,0002-9629,217
2018,0003-5521,48
2018,0003-682X,371
2018,0003-6870,187
2018,0006-291X,2548
2018,0006-2952,399
2018,0007-8506,159
2018,0008-6223,1059
2018,0009-9120,227
2018,0010-4485,90
2018,0010-4825,307
2018,0010-9452,301
2018,0011-9164,417
2018,0013-4686,2246
2018,0013-7944,480
2018,0014-2999,565
2018,0014-4983,29
2018,0016-2361,1681
2018,0016-5085,5048
2018,0017-9310,1704
2018,0019-1035,407
2018,0020-1693,765
2018,0021-8502,146
2018,0021-9150,1335
2018,0021-9290,468
2018,0021-9673,803
2018,0021-9797,1252
2018,0021-9924,52
2018,0021-9975,246
2018,0022-1031,157
2018,0022-1996,92
2018,0022-247X,950
2018,0022-3115,735
2018,0022-3549,364
2018,0022-3697,471
2018,0022-460X,606
2018,0022-4804,537
2018,0022-510X,404
2018,0022-5223,1630
2018,0023-6438,938
2018,0024-3205,666
2018,0025-5408,662
2018,0025-6196,370
2018,0025-7125,126
2018,0026-265X,459
2018,0028-3908,505
2018,0029-8018,913
2018,0030-4018,1014
2018,0031-0182,452
2018,0031-4056,35
2018,0031-9201,130
2018,0031-9384,368
2018,0032-5910,915
2018,0034-6667,106
2018,0038-092X,1063
2018,0040-1951,342
2018,0040-4039,1109
2018,0040-6031,267
2018,0040-6090,654
2018,0041-0101,674
2018,0045-7906,513
2018,0045-7930,408
2018,0047-2484,142
2018,0048-9697,4307
2018,0049-3848,489
2018,0085-2538,441
2018,0092-640X,36
2018,0093-691X,460
2018,0093-934X,65
2018,0096-3003,856
2018,0099-1333,134
2018,0109-5641,497
2018,0140-3664,220
2018,0140-6736,1933
2018,0142-1123,353
2018,0143-8166,309
2018,0143-974X,353
2018,0144-8617,1297
2018,0149-7634,282
2018,0160-2896,84
2018,0161-813X,194
2018,0163-8343,110
2018,0165-0327,931
2018,0165-1781,1035
2018,0165-2370,286
2018,0165-2427,145
2018,0166-218X,411
2018,0166-4328,461
2018,0167-2738,396
2018,0167-4943,197
2018,0167-5273,1494
2018,0167-6377,117
2018,0167-6423,126
2018,0167-7322,1664
2018,0167-739X,863
2018,0167-8760,669
2018,0167-8809,378
2018,0168-3659,498
2018,0168-583X,417
2018,0169-2046,222
2018,0169-2070,65
2018,0169-2607,301
2018,0169-4332,3446
2018,0169-5002,544
2018,0176-1617,209
2018,0190-7409,506
2018,0195-6663,647
2018,0195-6701,314
2018,0196-8904,1175
2018,0197-0186,197
2018,0197-3975,133
2018,0210-4806,103
2018,0213-9251,187
2018,0223-5234,1039
2018,0257-8972,1015
2018,0260-6917,374
2018,0263-2241,903
2018,0263-4368,261
2018,0263-8223,1286
2018,0263-8762,543
2018,0265-931X,275
2018,0266-6138,244
2018,0266-8920,37
2018,0268-005X,592
2018,0269-7491,1492
2018,0271-5317,125
2018,0272-6386,678
2018,0272-8842,3189
2018,0278-2391,618
2018,0278-6915,803
2018,0300-8932,333
2018,0300-9440,364
2018,0301-0511,169
2018,0301-4797,1200
2018,0304-3878,125
2018,0304-3894,900
2018,0304-3940,701
2018,0304-4149,149
2018,0304-4238,651
2018,0305-0483,115
2018,0305-7488,108
2018,0306-2619,1821
2018,0306-4522,661
2018,0306-4549,655
2018,0308-8146,1914
2018,0341-8162,404
2018,0360-3016,3330
2018,0360-5442,2196
2018,0360-8352,448
2018,0361-476X,61
2018,0361-9230,236
2018,0367-2530,144
2018,0375-6742,229
2018,0375-9474,143
2018,0375-9601,594
2018,0376-7388,930
2018,0377-0427,577
2018,0378-1119,1035
2018,0378-1127,626
2018,0378-3774,369
2018,0378-4320,338
2018,0378-4371,1592
2018,0378-7788,842
2018,0379-0738,476
2018,0393-0440,241
2018,0730-725X,209
2018,0731-7085,731
2018,0733-5210,218
2018,0735-6757,803
2018,0736-4679,568
2018,0737-0806,439
2018,0747-5632,469
2018,0749-5978,54
2018,0749-6036,585
2018,0749-6419,145
2018,0755-4982,243
2018,0761-8425,801
2018,0828-282X,780
2018,0883-5403,787
2018,0884-2175,233
2018,0885-2006,101
2018,0885-3924,943
2018,0888-3270,591
2018,0888-613X,154
2018,0889-1575,181
2018,0889-5406,334
2018,0892-1997,215
2018,0894-1130,124
2018,0894-1777,405
2018,0896-8446,361
2018,0898-6568,189
2018,0899-9007,271
2018,0920-5489,71
2018,0920-9964,700
2018,0921-5093,1381
2018,0921-5107,162
2018,0924-0136,524
2018,0924-2031,117
2018,0924-8579,337
2018,0925-2312,1323
2018,0925-3467,783
2018,0925-4005,2658
2018,0925-4927,129
2018,0925-8388,3878
2018,0926-6690,973
2018,0926-9851,291
2018,0927-0248,576
2018,0927-5398,79
2018,0927-7765,735
2018,0928-0987,496
2018,0929-693X,108
2018,0939-6411,359
2018,0940-9602,116
2018,0945-053X,130
2018,0949-2658,220
2018,0950-0618,2933
2018,0951-8320,280
2018,0953-6205,310
2018,0956-5663,903
2018,0958-6946,165
2018,0959-6526,3824
2018,0960-0779,447
2018,0960-8524,1706
2018,0960-894X,768
2018,0963-9969,739
2018,0964-5691,353
2018,0967-070X,187
2018,0967-5868,528
2018,0968-0160,187
2018,0968-0896,681
2018,0968-090X,320
2018,0969-6989,179
2018,0969-6997,135
2018,0969-806X,382
2018,0997-7546,155
2018,1001-0742,339
2018,1011-1344,365
2018,1040-6182,694
2018,1040-6190,130
2018,1045-1056,69
2018,1047-3203,251
2018,1047-8477,156
2018,1051-0443,1123
2018,1052-5157,68
2018,1053-2498,1554
2018,1055-3207,73
2018,1068-5200,240
2018,1075-2935,31
2018,1084-8045,233
2018,1089-8603,133
2018,1090-3798,176
2018,1094-6950,171
2018,1096-7516,25
2018,1166-3413,122
2018,1258-780X,170
2018,1270-9638,513
2018,1347-4367,348
2018,1350-4177,542
2018,1350-6307,309
2018,1350-9462,46
2018,1353-8020,614
2018,1359-4311,1653
2018,1359-5113,319
2018,1359-6446,241
2018,1359-6454,805
2018,1360-8592,234
2018,1361-9209,304
2018,1364-8152,232
2018,1366-5545,176
2018,1369-8478,300
2018,1383-7621,61
2018,1384-1076,93
2018,1385-8947,2162
2018,1386-1425,1106
2018,1387-1811,610
2018,1389-1723,217
2018,1443-9506,1648
2018,1470-160X,883
2018,1471-5953,190
2018,1474-0346,101
2018,1522-2942,35
2018,1525-7304,191
2018,1526-6125,403
2018,1542-0124,70
2018,1547-5271,410
2018,1566-1199,579
2018,1567-133X,47
2018,1574-1192,73
2018,1590-8658,989
2018,1644-9665,141
2018,1743-6095,1141
2018,1746-8094,275
2018,1749-4613,21
2018,1770-9857,92
2018,1872-4973,180
2018,1876-2018,284
2018,1877-1297,229
2018,1878-8181,247
2018,1879-4068,118
2018,1931-5244,110
2018,1933-2874,280
2018,2152-2650,519
2018,2173-5077,158
2018,2211-0348,386
2018,2211-2855,810
2018,2211-9264,319
2018,2213-2198,464
2018,2213-2945,245
2018,2213-8463,66
2018,2213-8587,230
2018,2214-7853,3630
2018,2214-790X,99
2018,2253-8089,88
2018,2352-3018,181
2018,2352-7102,246
2018,2387-0206,325
2018,2405-4690,202
2018,2405-7991,74
2018,2405-9390,114
2018,2468-7499,35
2018,8755-7223,103
2018,0169-409X,174
2018,2405-500X,272
2018,1077-3142,107
2018,0142-9612,605
2018,0165-0270,296
2018,0927-6505,75
2018,0264-410X,1122
2018,0149-2918,234
2018,1532-0464,228
2018,0378-3839,157
2018,0304-3800,257
2018,0378-8741,525
2018,0261-2194,276
2018,0883-0355,85
2018,0012-821X,610
2018,0016-7037,477
2018,0032-3861,967
2018,0022-202X,2100
2018,0914-5087,184
2018,1936-878X,352
2018,2213-1779,223
2018,1934-5909,236
2018,1535-6108,192
2018,1550-4131,227
2018,0092-8674,648
2018,0012-1606,276
2018,0022-0302,1023
2018,0735-1097,5928
2018,1097-2765,413
2018,0006-3495,3982
2018,0022-0736,367
2018,0042-6989,110
2018,2215-0382,58
2018,0741-5214,1602
2018,1743-9191,1239
2018,0254-6299,437
2018,0360-3199,2244
2018,1364-6826,277
2018,1309-1042,126
2018,0001-8708,391
2018,0001-8791,103
2018,0002-8177,383
2018,0003-2697,326
2018,0003-3472,286
2018,0003-4975,935
2018,0005-1098,530
2018,0006-3207,444
2018,0008-8749,149
2018,0009-2797,300
2018,0009-8981,515
2018,0009-9260,367
2018,0010-2180,469
2018,0010-4655,242
2018,0011-2240,627
2018,0012-365X,368
2018,0012-3692,1599
2018,0013-9351,501
2018,0014-3057,558
2018,0014-4827,429
2018,0015-0282,1650
2018,0020-7489,203
2018,0021-8693,525
2018,0022-0396,434
2018,0022-0965,197
2018,0022-1236,204
2018,0022-2313,867
2018,0022-3476,892
2018,0022-4596,423
2018,0023-9690,42
2018,0025-326X,909
2018,0030-4026,1763
2018,0031-3025,550
2018,0033-3506,301
2018,0034-4257,518
2018,0039-9140,1179
2018,0040-1625,334
2018,0042-207X,628
2018,0043-1354,850
2018,0044-8486,665
2018,0045-6535,2181
2018,0045-7825,444
2018,0045-7949,167
2018,0049-0172,128
2018,0090-4295,721
2018,0091-6749,1713
2018,0094-5765,561
2018,0099-2399,327
2018,0140-1971,165
2018,0140-9883,346
2018,0141-0296,1059
2018,0141-8130,2565
2018,0141-9331,122
2018,0142-0615,491
2018,0142-9418,456
2018,0143-4179,67
2018,0145-2134,339
2018,0147-6513,1200
2018,0151-9638,1007
2018,0160-791X,70
2018,0161-6420,468
2018,0163-6383,68
2018,0165-0114,193
2018,0165-1765,429
2018,0165-2478,133
2018,0165-5876,468
2018,0165-7836,283
2018,0166-4972,43
2018,0166-5162,211
2018,0167-2681,257
2018,0167-2789,99
2018,0167-8655,323
2018,0167-9457,182
2018,0168-0102,105
2018,0168-1605,323
2018,0168-8227,454
2018,0168-9452,267
2018,0169-1317,483
2018,0171-2985,107
2018,0181-5512,315
2018,0191-8869,548
2018,0248-8663,932
2018,0254-0584,987
2018,0255-2701,320
2018,0261-3794,99
2018,0267-3649,132
2018,0268-4012,121
2018,0277-3791,428
2018,0277-9536,510
2018,0301-4215,713
2018,0301-679X,515
2018,0301-9268,270
2018,0302-2838,499
2018,0303-7207,320
2018,0304-3975,372
2018,0304-4076,128
2018,0304-4165,271
2018,0304-8853,1141
2018,0305-7372,147
2018,0305-750X,351
2018,0307-904X,512
2018,0308-597X,400
2018,0360-1323,590
2018,0363-5023,405
2018,0376-8716,467
2018,0377-0273,236
2018,0378-1135,331
2018,0378-3782,180
2018,0378-3812,363
2018,0378-4266,243
2018,0378-7753,1210
2018,0385-8146,210
2018,0531-5565,327
2018,0749-0690,67
2018,0749-2081,67
2018,0749-8063,728
2018,0887-2171,58
2018,0891-4222,188
2018,0897-1897,141
2018,0898-1221,489
2018,0920-3796,660
2018,0921-4526,930
2018,0921-8890,171
2018,0924-7963,134
2018,0927-0256,740
2018,0928-4931,625
2018,0929-1199,135
2018,0929-1393,309
2018,0949-328X,195
2018,0950-7051,398
2018,0952-1976,211
2018,0952-7915,140
2018,0955-2219,672
2018,0956-7135,557
2018,0958-1669,160
2018,0959-289X,110
2018,0959-437X,113
2018,0959-4388,165
2018,0959-8049,1000
2018,0960-1481,1136
2018,0961-9534,326
2018,0962-8924,89
2018,0965-206X,47
2018,0966-6362,772
2018,0969-8043,467
2018,0981-9428,422
2018,1004-9541,321
2018,1040-8428,176
2018,1042-3699,69
2018,1043-6618,351
2018,1046-2023,222
2018,1048-9843,78
2018,1049-9644,201
2018,1050-4648,661
2018,1050-6411,139
2018,1051-2004,225
2018,1053-0770,723
2018,1054-139X,566
2018,1062-9769,105
2018,1076-6332,240
2018,1078-1439,304
2018,1079-9796,108
2018,1090-9516,76
2018,1092-9134,102
2018,1096-4959,99
2018,1096-7192,583
2018,1120-1797,1290
2018,1125-7865,77
2018,1359-835X,411
2018,1359-8368,703
2018,1364-0321,1149
2018,1368-8375,307
2018,1369-8001,415
2018,1386-6532,194
2018,1387-3806,197
2018,1466-8564,210
2018,1471-4906,99
2018,1474-7065,91
2018,1521-6616,204
2018,1529-9430,813
2018,1551-7144,210
2018,1566-7367,302
2018,1567-5769,509
2018,1572-6657,734
2018,1734-1140,164
2018,1769-7212,165
2018,1779-0123,243
2018,1871-5192,281
2018,1872-2067,211
2018,1874-9399,104
2018,1876-3820,127
2018,1877-959X,225
2018,1959-0318,53
2018,2173-5794,129
2018,2212-4403,1019
2018,2213-3437,777
2018,2352-152X,263
2018,2352-1546,160
2018,2352-409X,546
2018,2405-4577,403
2018,2405-8033,98
2018,2468-7855,133
2018,2468-8231,392
2018,0926-2040,31
2018,1462-9011,229
2018,0273-2300,271
2018,0079-6611,163
2018,0883-2927,263
2018,0003-4916,264
2018,1083-8791,1117
2018,1098-3015,4796
2018,1879-7296,128
2018,0163-4453,169
2018,0896-6273,529
2018,2451-9456,168
2018,1936-8798,781
2018,1570-0232,533
2018,0273-1177,528
2018,0003-9861,247
2018,0005-7916,79
2018,0008-8846,185
2018,0009-2541,404
2018,0012-8252,222
2018,0016-0032,448
2018,0020-0255,764
2018,0020-1383,450
2018,0020-7403,575
2018,0021-9045,54
2018,0021-9517,427
2018,0022-0981,142
2018,0022-2828,470
2018,0022-328X,511
2018,0022-3468,541
2018,0022-3956,277
2018,0022-4073,426
2018,0022-474X,101
2018,0024-3795,416
2018,0024-4937,392
2018,0026-2714,535
2018,0029-5493,461
2018,0029-6465,70
2018,0031-3203,404
2018,0039-6028,218
2018,0041-008X,346
2018,0041-1345,825
2018,0043-1648,264
2018,0090-8258,949
2018,0091-7435,327
2018,0094-114X,294
2018,0095-0696,134
2018,0098-8472,274
2018,0099-1767,196
2018,0146-6380,182
2018,0147-9563,159
2018,0148-6195,38
2018,0160-2527,74
2018,0163-7258,160
2018,0165-1684,373
2018,0165-6147,93
2018,0166-2236,121
2018,0168-0072,58
2018,0168-1923,381
2018,0168-874X,84
2018,0169-555X,358
2018,0169-8141,145
2018,0176-2680,83
2018,0196-0709,189
2018,0198-8859,358
2018,0260-8774,360
2018,0263-8231,508
2018,0264-8172,430
2018,0277-5395,113
2018,0300-9572,753
2018,0301-0082,56
2018,0303-2647,120
2018,0304-4203,112
2018,0304-5412,203
2018,0306-4379,57
2018,0306-4530,302
2018,0308-521X,179
2018,0309-1740,320
2018,0344-0338,304
2018,0360-1285,39
2018,0363-8111,80
2018,0377-2217,706
2018,0377-8398,50
2018,0378-4290,305
2018,0379-7112,97
2018,0515-3700,222
2018,0738-0593,111
2018,0738-3991,296
2018,0748-7983,820
2018,0762-915X,71
2018,0882-5963,203
2018,0889-1591,301
2018,0889-8545,75
2018,0890-6238,268
2018,0890-6955,84
2018,0895-9811,209
2018,0899-5885,73
2018,0899-8256,156
2018,0901-5027,235
2018,0920-1211,219
2018,0921-4488,216
2018,0921-8009,395
2018,0924-977X,272
2018,0925-5273,297
2018,0925-9635,279
2018,0927-7757,957
2018,0946-672X,245
2018,0952-8180,284
2018,0959-9436,232
2018,0960-7404,126
2018,0965-1748,92
2018,0967-0645,200
2018,1003-5257,67
2018,1010-6030,681
2018,1036-7314,158
2018,1040-7383,54
2018,1043-4666,361
2018,1049-3867,82
2018,1052-3057,596
2018,1054-8807,70
2018,1055-7903,358
2018,1060-1872,50
2018,1064-7481,423
2018,1090-7807,222
2018,1093-3263,181
2018,1134-2072,163
2018,1162-9088,23
2018,1226-086X,609
2018,1259-4792,95
2018,1286-0115,168
2018,1293-2558,211
2018,1342-937X,170
2018,1344-6223,99
2018,1350-4495,341
2018,1359-6462,564
2018,1383-5718,110
2018,1383-5866,748
2018,1386-5056,187
2018,1386-9477,346
2018,1424-3903,615
2018,1434-8411,497
2018,1469-0292,150
2018,1472-6483,350
2018,1475-1585,76
2018,1499-4046,466
2018,1525-5050,498
2018,1525-8610,354
2018,1526-5900,407
2018,1542-3565,537
2018,1546-1440,481
2018,1550-8307,88
2018,1558-7878,79
2018,1566-0702,83
2018,1567-1348,373
2018,1570-6443,50
2018,1572-1000,230
2018,1629-6583,139
2018,1642-431X,62
2018,1740-1445,81
2018,1742-7061,603
2018,1755-2966,41
2018,1769-4493,194
2018,1871-403X,94
2018,1874-3919,256
2018,1876-1070,395
2018,1877-7503,233
2018,1896-1126,57
2018,1931-7204,267
2018,1932-2275,74
2018,2173-5107,39
2018,2173-5727,120
2018,2173-5743,87
2018,2210-5379,89
2018,2211-3398,91
2018,2211-6923,42
2018,2211-6958,75
2018,2211-9124,68
2018,2212-4209,323
2018,2212-8166,95
2018,2213-2600,299
2018,2213-333X,246
2018,2213-624X,88
2018,2215-0366,338
2018,2253-654X,88
2018,2352-0094,44
2018,2352-2143,91
2018,2405-4569,188
2018,2405-8297,228
2018,2542-4513,209
2018,1198-743X,359
2018,1631-0721,101
2018,0378-5955,188
2018,1090-0233,157
2018,0002-9297,212
2018,0958-9465,232
2018,0920-5861,629
2018,0944-5013,155
2018,1059-1311,240
2018,1365-182X,2332
2018,1556-0864,2806
2018,1573-5214,33
2018,1878-5409,111
2018,1525-0016,292
2018,1286-4579,99
2018,1074-7613,259
2018,1537-5110,204
2018,0921-8181,175
2018,0923-7534,4087
2018,1567-4223,74
2018,0003-4487,196
2018,0010-938X,504
2018,0013-7006,114
2018,0016-5107,1801
2018,0016-7061,435
2018,0019-0578,296
2018,0022-1139,196
2018,0022-1910,128
2018,0022-2860,1209
2018,0022-3999,334
2018,0022-5193,420
2018,0024-6301,63
2018,0025-7753,330
2018,0034-5288,203
2018,0035-3787,573
2018,0037-198X,35
2018,0039-6060,596
2018,0040-4020,985
2018,0040-8166,93
2018,0045-2068,370
2018,0097-3165,129
2018,0098-1354,335
2018,0098-2997,61
2018,0140-7007,370
2018,0141-1136,228
2018,0141-1187,187
2018,0143-7208,659
2018,0149-7189,121
2018,0161-5890,519
2018,0162-0134,259
2018,0165-0378,176
2018,0166-8641,256
2018,0167-4870,49
2018,0167-8442,219
2018,0168-1699,432
2018,0168-1702,254
2018,0168-8278,2261
2018,0168-9002,1017
2018,0168-9525,98
2018,0188-4409,100
2018,0190-9622,2020
2018,0242-3960,81
2018,0261-5614,1378
2018,0263-2373,72
2018,0266-3538,485
2018,0266-4356,518
2018,0272-7714,402
2018,0278-6125,100
2018,0300-2896,258
2018,0301-9322,234
2018,0304-3835,538
2018,0304-3932,72
2018,0304-419X,59
2018,0306-4603,418
2018,0365-6691,174
2018,0370-1573,46
2018,0377-1237,112
2018,0387-7604,178
2018,0882-4010,630
2018,0883-9441,412
2018,0887-6185,82
2018,0890-5096,683
2018,0898-5898,55
2018,0924-4247,643
2018,0927-5371,108
2018,0932-4739,53
2018,0957-4158,173
2018,0957-5820,346
2018,0960-8966,704
2018,0963-8695,119
2018,0965-8564,297
2018,0966-3274,63
2018,0969-5931,103
2018,1005-0302,300
2018,1042-9573,36
2018,1058-2746,458
2018,1072-7515,1566
2018,1075-9964,144
2018,1083-3188,257
2018,1084-9521,212
2018,1158-1360,57
2018,1355-1841,74
2018,1369-5266,133
2018,1369-7021,240
2018,1369-703X,242
2018,1382-6689,196
2018,1383-5742,26
2018,1388-1981,137
2018,1440-2440,448
2018,1472-0299,134
2018,1476-9271,193
2018,1521-6942,78
2018,1524-9042,157
2018,1532-0456,90
2018,1538-5442,74
2018,1553-8389,246
2018,1555-4155,235
2018,1568-4946,712
2018,1636-6522,72
2018,1769-7255,485
2018,1874-4907,152
2018,1877-0320,286
2018,1885-5857,324
2018,1887-8369,19
2018,1936-6574,115
2018,2214-2096,40
2018,2214-367X,61
2018,2214-5745,124
2018,2214-6296,340
2018,2530-0164,108
2018,1074-7427,177
2018,0011-8532,64
2018,0014-4886,212
2018,1041-6080,136
2018,1043-2760,99
2018,0167-8140,2747
2018,1568-7864,110
2018,0167-7799,147
2018,0142-727X,160
2018,1063-4584,1092
2018,1078-5884,428
2018,1877-0568,263
2018,2211-5684,150
2018,1931-3128,205
2018,1044-579X,118
2018,1642-3593,42
2018,0020-7683,377
2018,1934-1482,576
2018,0002-9440,280
2018,0002-9610,497
2018,0006-3223,1547
2018,0014-4894,141
2018,0018-506X,178
2018,0021-9614,314
2018,0022-1759,156
2018,0022-2852,148
2018,0022-3913,389
2018,0030-3992,584
2018,0031-9422,266
2018,0033-8338,83
2018,0033-8389,106
2018,0038-0814,197
2018,0039-6257,81
2018,0041-624X,226
2018,0046-8177,365
2018,0079-6107,87
2018,0079-6700,61
2018,0094-0143,79
2018,0094-1190,51
2018,0095-8956,59
2018,0140-1963,132
2018,0143-6228,200
2018,0145-2126,218
2018,0166-0462,104
2018,0166-3542,232
2018,0166-445X,261
2018,0167-7152,275
2018,0169-023X,74
2018,0196-9781,181
2018,0211-139X,524
2018,0213-005X,183
2018,0261-5606,101
2018,0301-4622,76
2018,0303-8467,386
2018,0304-386X,254
2018,0305-4403,142
2018,0306-4565,210
2018,0360-1315,215
2018,0378-2166,165
2018,0378-3758,67
2018,0378-4274,1141
2018,0378-4754,159
2018,0398-7620,844
2018,0723-2020,72
2018,0732-8893,220
2018,0733-8627,84
2018,0886-3350,413
2018,0887-8994,212
2018,0890-8567,1345
2018,0891-5849,1378
2018,0895-4356,257
2018,0899-7071,254
2018,0924-2716,264
2018,0926-3373,1044
2018,0926-860X,466
2018,0928-1258,187
2018,0933-3657,76
2018,0939-4753,166
2018,0954-6111,271
2018,0955-3959,235
2018,0965-9978,160
2018,0967-0661,196
2018,0985-0562,272
2018,0987-7983,47
2018,1044-5803,555
2018,1047-9651,78
2018,1130-1473,43
2018,1161-0301,140
2018,1164-5563,58
2018,1293-8505,210
2018,1341-321X,195
2018,1357-3039,148
2018,1367-9120,382
2018,1388-2457,1266
2018,1389-9341,156
2018,1438-4639,128
2018,1465-3249,558
2018,1466-853X,164
2018,1474-4422,306
2018,1477-8939,115
2018,1551-7411,347
2018,1567-1739,242
2018,1569-190X,118
2018,1578-2190,255
2018,1615-9071,124
2018,1631-0691,76
2018,1744-3881,149
2018,1752-928X,174
2018,1755-599X,66
2018,1775-8785,703
2018,1875-5364,101
2018,1877-0517,363
2018,1988-8856,67
2018,2095-4956,182
